Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Pt_Chr0100268	specific	461849	279	322	6.08745e-24	92.9458	pfam06203	CCT	 - 	cl39177
Pt_Chr0100270	specific	463443	237	577	6.16677e-134	394.398	pfam12043	DUF3527	 - 	cl13476
Pt_Chr0100271	specific	185418	2	140	2.81835e-91	260.427	PTZ00054	PTZ00054	 - 	cl00328
Pt_Chr0100272	specific	462305	222	300	1.25475e-12	63.8262	pfam07890	Rrp15p	C	cl06777
Pt_Chr0100274	specific	462305	185	260	6.12779e-14	67.6782	pfam07890	Rrp15p	C	cl06777
Pt_Chr0100275	superfamily	473075	3	29	4.8883e-06	39.9539	cl17238	RING_Ubox superfamily	N	 - 
Pt_Chr0100276	specific	460939	302	350	1.93462e-08	50.2851	pfam03478	DUF295	 - 	cl38126
Pt_Chr0100286	specific	466392	121	361	1.2275e-56	185.634	pfam20241	DUF6598	 - 	cl48408
Pt_Chr0100288	specific	340975	42	577	0	622.751	cd17417	MFS_NPF5	 - 	cl28910
Pt_Chr0100290	superfamily	473915	1	28	0.00690729	32.7785	cl21584	Tryp_SPc superfamily	N	 - 
Pt_Chr0100291	specific	433149	163	306	3.39111e-09	54.7349	pfam13365	Trypsin_2	 - 	cl21584
Pt_Chr0100298	superfamily	273727	303	725	1.8006e-45	172	cl36941	U2AF_lg superfamily	 - 	 - 
Pt_Chr0100298	superfamily	173412	4	246	5.20186e-05	47.8283	cl31754	PTZ00121 superfamily	N	 - 
Pt_Chr0100298	superfamily	473069	1047	1088	0.000185658	41.5011	cl17169	RRM_SF superfamily	N	 - 
Pt_Chr0100299	specific	460503	170	206	3.79225e-16	69.0966	pfam02234	CDI	 - 	cl03494
Pt_Chr0100300	specific	214757	83	581	1.32411e-167	485.291	smart00640	Glyco_32	 - 	cl33393
Pt_Chr0100301	specific	440361	36	181	1.55461e-34	126.269	COG0596	MenH	C	cl43201
Pt_Chr0100302	specific	433100	103	235	3.87233e-27	101.102	pfam13301	DUF4079	 - 	cl16220
Pt_Chr0100303	specific	132767	443	700	1.8699e-82	262.53	cd07306	Porin3_VDAC	 - 	cl03224
Pt_Chr0100303	superfamily	405951	51	117	1.93391e-14	69.6709	cl21208	NOPCHAP1 superfamily	C	 - 
Pt_Chr0100303	superfamily	405951	252	320	2.51415e-14	69.6709	cl21208	NOPCHAP1 superfamily	C	 - 
Pt_Chr0100304	superfamily	460661	390	725	1.8464e-26	109.53	cl37668	RSN1_7TM superfamily	 - 	 - 
Pt_Chr0100304	specific	464272	186	379	1.61625e-09	57.3324	pfam14703	PHM7_cyt	 - 	cl20640
Pt_Chr0100305	specific	432112	73	275	4.31554e-66	204.381	pfam11833	CPP1-like	 - 	cl13300
Pt_Chr0100307	specific	238083	45	352	4.91725e-63	202.942	cd00143	PP2Cc	 - 	cl00120
Pt_Chr0100309	superfamily	273726	134	348	7.41936e-18	82.4072	cl44343	F_box_assoc_1 superfamily	 - 	 - 
Pt_Chr0100309	superfamily	459239	34	72	2.2417e-08	50.0119	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0100312	superfamily	459239	28	64	2.83129e-08	45.3895	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0100314	superfamily	273726	133	374	1.97476e-12	67.3844	cl44343	F_box_assoc_1 superfamily	 - 	 - 
Pt_Chr0100314	superfamily	273726	519	608	1.09456e-08	56.2136	cl44343	F_box_assoc_1 superfamily	C	 - 
Pt_Chr0100314	specific	197608	420	460	6.01898e-07	46.2758	smart00256	FBOX	 - 	cl46852
Pt_Chr0100314	superfamily	459239	34	70	1.06185e-06	45.7747	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0100315	superfamily	273726	105	300	1.88501e-14	72.392	cl44343	F_box_assoc_1 superfamily	C	 - 
Pt_Chr0100315	specific	197608	29	69	1.80538e-07	47.0462	smart00256	FBOX	 - 	cl46852
Pt_Chr0100317	superfamily	273726	114	293	3.01401e-10	60.0656	cl44343	F_box_assoc_1 superfamily	C	 - 
Pt_Chr0100317	specific	197608	15	55	2.65226e-07	46.661	smart00256	FBOX	 - 	cl46852
Pt_Chr0100318	superfamily	273726	114	293	3.21856e-10	59.6804	cl44343	F_box_assoc_1 superfamily	C	 - 
Pt_Chr0100318	specific	197608	15	55	2.98329e-07	46.661	smart00256	FBOX	 - 	cl46852
Pt_Chr0100321	superfamily	273726	134	348	2.81044e-17	80.4812	cl44343	F_box_assoc_1 superfamily	 - 	 - 
Pt_Chr0100321	superfamily	459239	34	72	2.57115e-08	49.6267	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0100322	specific	238083	45	352	3.67906e-63	202.942	cd00143	PP2Cc	 - 	cl00120
Pt_Chr0100323	specific	432112	73	275	2.35453e-65	202.455	pfam11833	CPP1-like	 - 	cl13300
Pt_Chr0100324	superfamily	460661	390	725	1.8464e-26	109.53	cl37668	RSN1_7TM superfamily	 - 	 - 
Pt_Chr0100324	specific	464272	186	379	1.61625e-09	57.3324	pfam14703	PHM7_cyt	 - 	cl20640
Pt_Chr0100325	specific	132767	429	697	2.70674e-88	277.552	cd07306	Porin3_VDAC	 - 	cl03224
Pt_Chr0100325	superfamily	405951	293	361	5.1337e-15	71.5969	cl21208	NOPCHAP1 superfamily	C	 - 
Pt_Chr0100325	superfamily	405951	90	158	9.10826e-15	70.8265	cl21208	NOPCHAP1 superfamily	C	 - 
Pt_Chr0100326	specific	433100	104	236	4.19242e-27	101.102	pfam13301	DUF4079	 - 	cl16220
Pt_Chr0100327	specific	440361	36	181	2.29301e-34	125.884	COG0596	MenH	C	cl43201
Pt_Chr0100329	specific	460503	174	210	1.57481e-15	67.5558	pfam02234	CDI	 - 	cl03494
Pt_Chr0100330	superfamily	464108	71	191	1.7343e-19	82.2862	cl26047	Retrotran_gag_2 superfamily	 - 	 - 
Pt_Chr0100330	specific	197667	239	254	0.00157258	35.1116	smart00343	ZnF_C2HC	 - 	cl33244
Pt_Chr0100331	specific	442196	442	646	6.63077e-15	76.3063	COG2956	LapB	 - 	cl34526
Pt_Chr0100331	superfamily	459239	690	724	3.93824e-07	47.4565	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0100331	specific	442196	278	502	0.000438411	43.5643	COG2956	LapB	N	cl34526
Pt_Chr0100332	specific	466392	286	570	6.80932e-51	175.234	pfam20241	DUF6598	 - 	cl48408
Pt_Chr0100334	superfamily	471961	2	424	1.58301e-108	329.344	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Pt_Chr0100336	specific	466392	78	342	5.60314e-42	146.344	pfam20241	DUF6598	 - 	cl48408
Pt_Chr0100339	superfamily	215561	68	779	4.04553e-171	514.784	cl33629	PLN03077 superfamily	 - 	 - 
Pt_Chr0100341	specific	460797	105	317	4.35276e-74	227.126	pfam03080	Neprosin	 - 	cl03877
Pt_Chr0100342	specific	460797	37	249	8.25005e-82	244.074	pfam03080	Neprosin	 - 	cl03877
Pt_Chr0100343	specific	460797	73	285	1.16873e-72	222.118	pfam03080	Neprosin	 - 	cl03877
Pt_Chr0100344	specific	441831	81	230	2.35173e-30	113.486	COG2230	Cfa	 - 	cl34437
Pt_Chr0100344	specific	430034	295	359	5.18482e-24	93.6601	pfam08498	Sterol_MT_C	 - 	cl07208
Pt_Chr0100345	superfamily	469605	182	245	1.29946e-27	103.227	cl00081	bHLH_SF superfamily	 - 	 - 
Pt_Chr0100347	superfamily	469605	187	250	2.60004e-27	102.456	cl00081	bHLH_SF superfamily	 - 	 - 
Pt_Chr0100348	specific	440430	268	445	2.27985e-34	130.074	COG0666	ANKYR	N	cl34000
Pt_Chr0100349	superfamily	469633	52	354	7.84823e-167	469.517	cl00160	LbetaH superfamily	 - 	 - 
Pt_Chr0100350	superfamily	215136	33	407	0	653.788	cl33439	PLN02245 superfamily	 - 	 - 
Pt_Chr0100351	superfamily	477761	113	543	0	602.782	cl41757	cytochrome_P450 superfamily	 - 	 - 
Pt_Chr0100352	specific	438124	88	131	3.59579e-21	80.7673	cd16461	RING-H2_EL5-like	 - 	cl17238
Pt_Chr0100355	superfamily	412094	258	306	0.00101854	40.9995	cl41701	Adgb_C_mid-like superfamily	NC	 - 
Pt_Chr0100356	superfamily	355048	4	447	8.51238e-61	204.138	cl23789	PLN02481 superfamily	 - 	 - 
Pt_Chr0100357	superfamily	166036	6	263	5.10522e-54	175.822	cl31542	PLN02395 superfamily	 - 	 - 
Pt_Chr0100358	superfamily	166036	5	216	4.22124e-61	190.46	cl31542	PLN02395 superfamily	 - 	 - 
Pt_Chr0100359	superfamily	166036	580	781	1.81042e-66	222.046	cl31542	PLN02395 superfamily	 - 	 - 
Pt_Chr0100359	specific	198296	838	956	5.39466e-54	183.198	cd03187	GST_C_Phi	 - 	cl02776
Pt_Chr0100359	superfamily	187754	264	435	3.97817e-14	72.7452	cl39120	AMN1 superfamily	N	 - 
Pt_Chr0100359	superfamily	443914	93	300	0.000493491	43.769	cl34836	LRR superfamily	N	 - 
Pt_Chr0100360	specific	341283	111	634	0	843.886	cd12118	ttLC_FACS_AEE21_like	 - 	cl17068
Pt_Chr0100360	specific	341283	651	1176	0	807.678	cd12118	ttLC_FACS_AEE21_like	 - 	cl17068
Pt_Chr0100361	superfamily	473059	1	275	2.4172e-159	452.524	cl17068	AFD_class_I superfamily	N	 - 
Pt_Chr0100363	specific	460539	18	145	1.84953e-68	210.144	pfam02365	NAM	 - 	cl03558
Pt_Chr0100368	specific	197609	161	203	0.000385664	37.4252	smart00257	LysM	 - 	cl21525
Pt_Chr0100368	superfamily	440998	43	204	0.00133446	38.9215	cl43409	LysM superfamily	 - 	 - 
Pt_Chr0100369	specific	460539	16	143	1.7582e-69	212.84	pfam02365	NAM	 - 	cl03558
Pt_Chr0100370	specific	432218	24	340	2.06428e-127	370.675	pfam11955	PORR	 - 	cl13402
Pt_Chr0100372	specific	460539	14	132	2.23395e-44	148.126	pfam02365	NAM	 - 	cl03558
Pt_Chr0100375	superfamily	481034	27	234	3.58191e-97	298.688	cl46694	Glyco_hydro_19 superfamily	 - 	 - 
Pt_Chr0100375	superfamily	473864	365	630	5.62646e-80	255.275	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0100375	specific	213052	274	309	0.000303431	38.6654	cd12087	TM_EGFR-like	 - 	cl17045
Pt_Chr0100376	specific	464058	54	373	2.31845e-74	244.193	pfam13968	DUF4220	 - 	cl16508
Pt_Chr0100376	specific	461358	609	661	1.39759e-11	59.8571	pfam04578	DUF594	 - 	cl04605
Pt_Chr0100380	specific	460539	16	134	1.61851e-42	141.578	pfam02365	NAM	 - 	cl03558
Pt_Chr0100381	specific	396179	171	219	9.70299e-07	44.3091	pfam01476	LysM	 - 	cl21525
Pt_Chr0100381	superfamily	441258	100	153	0.000120961	41.5301	cl34331	XkdP superfamily	N	 - 
Pt_Chr0100382	superfamily	473864	86	357	7.876e-86	262.209	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0100384	specific	238163	27	130	1.1057e-19	77.8282	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100385	specific	238163	28	139	5.72786e-24	89.3842	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100386	specific	238163	161	268	3.2753e-19	80.5246	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100386	specific	238163	35	130	4.08557e-13	64.3462	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100387	specific	238163	164	268	2.19163e-19	82.8358	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100387	specific	238163	30	126	4.69657e-17	76.2874	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100387	specific	238163	303	410	7.68516e-16	73.2058	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100388	specific	238163	27	134	3.80866e-19	77.0578	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100389	superfamily	427127	77	152	0.000425033	41.0512	cl03884	BPS1 superfamily	C	 - 
Pt_Chr0100390	specific	411062	3	431	0	664.259	cd21378	eIF3E	 - 	cl09680
Pt_Chr0100390	specific	439256	488	612	1.42948e-71	228.837	cd22276	DPBB_EXLA_N	 - 	cl41724
Pt_Chr0100390	specific	460173	619	693	4.70277e-17	76.0682	pfam01357	Expansin_C	 - 	cl47655
Pt_Chr0100391	specific	439256	27	150	7.51709e-72	216.511	cd22276	DPBB_EXLA_N	 - 	cl41724
Pt_Chr0100391	specific	460173	169	234	5.94311e-16	70.6754	pfam01357	Expansin_C	 - 	cl47655
Pt_Chr0100392	specific	341230	34	548	0	796.057	cd05904	4CL	 - 	cl17068
Pt_Chr0100395	specific	440430	157	274	5.7943e-17	80.3832	COG0666	ANKYR	N	cl34000
Pt_Chr0100395	superfamily	475127	274	321	4.79288e-15	68.6795	cl28914	CD_CSD superfamily	 - 	 - 
Pt_Chr0100395	superfamily	475127	72	131	1.12246e-13	64.8275	cl28914	CD_CSD superfamily	 - 	 - 
Pt_Chr0100395	specific	349278	323	375	3.10914e-08	49.6872	cd18628	CD3_cpSRP43_like	 - 	cl28914
Pt_Chr0100400	specific	240599	112	241	7.83996e-34	122.363	cd12916	VKOR_1	 - 	cl01729
Pt_Chr0100401	specific	320060	6	167	3.92536e-73	216.697	cd16185	EFh_PEF_ALG-2_like	 - 	cl25352
Pt_Chr0100402	superfamily	130997	106	338	3.94712e-34	133.384	cl31150	pcnB superfamily	C	 - 
Pt_Chr0100403	specific	215084	1	470	0	861.286	PLN00164	PLN00164	 - 	cl10013
Pt_Chr0100404	specific	340523	18	88	1.25693e-31	116.584	cd16106	Ubl_Dsk2p_like	 - 	cl28922
Pt_Chr0100404	specific	270582	486	525	1.1854e-16	73.3341	cd14399	UBA_PLICs	 - 	cl21463
Pt_Chr0100404	specific	128966	361	398	0.000143836	39.173	smart00727	STI1	 - 	cl17974
Pt_Chr0100404	superfamily	444606	361	449	0.000187934	42.643	cl47464	GerD superfamily	N	 - 
Pt_Chr0100405	specific	215328	1	492	0	1052.41	PLN02609	PLN02609	 - 	cl29003
Pt_Chr0100406	specific	99728	814	894	5.87579e-39	138.995	cd06407	PB1_NLP	 - 	cl02720
Pt_Chr0100406	specific	460427	594	642	1.89491e-24	96.421	pfam02042	RWP-RK	 - 	cl03415
Pt_Chr0100407	superfamily	474062	2	231	1.61637e-21	91.5196	cl23804	CAF1 superfamily	C	 - 
Pt_Chr0100409	specific	340765	40	169	2.49082e-51	173.99	cd03561	VHS	 - 	cl02544
Pt_Chr0100409	specific	410579	226	304	5.58495e-40	141.244	cd14231	GAT_GGA-like_plant	 - 	cl03906
Pt_Chr0100409	superfamily	223021	330	577	1.64314e-07	54.9445	cl33720	PHA03247 superfamily	N	 - 
Pt_Chr0100413	specific	461001	148	183	3.51932e-18	77.6422	pfam03638	TCR	 - 	cl04191
Pt_Chr0100413	specific	461001	65	100	1.68468e-14	67.2418	pfam03638	TCR	 - 	cl04191
Pt_Chr0100414	superfamily	237660	40	115	0.000607607	38.2738	cl36358	PRK14289 superfamily	NC	 - 
Pt_Chr0100415	specific	197784	277	301	3.70264e-06	43.4605	smart00547	ZnF_RBZ	 - 	cl02656
Pt_Chr0100416	specific	461001	148	183	2.52453e-17	74.9458	pfam03638	TCR	 - 	cl04191
Pt_Chr0100416	specific	461001	65	100	1.04761e-13	64.9306	pfam03638	TCR	 - 	cl04191
Pt_Chr0100419	specific	197784	277	301	3.70264e-06	43.4605	smart00547	ZnF_RBZ	 - 	cl02656
Pt_Chr0100420	superfamily	483947	128	141	0.00210096	37.9606	cl49607	ASKHA_ATPase-like superfamily	NC	 - 
Pt_Chr0100422	specific	270968	519	784	2.63819e-95	299.573	cd14066	STKc_IRAK	 - 	cl21453
Pt_Chr0100422	superfamily	432805	54	408	2.32161e-24	105.06	cl38375	Malectin_like superfamily	 - 	 - 
Pt_Chr0100425	specific	173827	54	348	4.80031e-153	431.938	cd00693	secretory_peroxidase	 - 	cl00196
Pt_Chr0100426	specific	173827	59	353	1.51908e-152	430.782	cd00693	secretory_peroxidase	 - 	cl00196
Pt_Chr0100427	specific	173827	59	353	5.7078e-152	429.626	cd00693	secretory_peroxidase	 - 	cl00196
Pt_Chr0100428	specific	462060	145	350	1.56265e-65	206.641	pfam06991	MFAP1	 - 	cl25551
Pt_Chr0100429	specific	460529	19	238	7.24297e-101	291.091	pfam02309	AUX_IAA	 - 	cl03528
Pt_Chr0100430	specific	185685	23	289	1.09221e-129	369.221	cd02176	GH16_XET	 - 	cl22861
Pt_Chr0100433	superfamily	444743	5	231	5.15506e-102	296.463	cl00200	MIP superfamily	 - 	 - 
Pt_Chr0100435	specific	240514	6	88	1.02942e-41	133.078	cd06090	KOW_RPL27	 - 	cl00354
Pt_Chr0100435	specific	460322	52	137	1.21402e-28	99.9583	pfam01777	Ribosomal_L27e	 - 	cl46588
Pt_Chr0100436	specific	270968	350	617	1.16035e-84	267.602	cd14066	STKc_IRAK	 - 	cl21453
Pt_Chr0100436	specific	467874	24	125	8.48673e-22	90.5379	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0100436	specific	467874	142	238	4.17968e-14	68.5815	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0100436	superfamily	434459	274	326	0.00632898	37.9978	cl20971	TMEM154 superfamily	N	 - 
Pt_Chr0100437	specific	215138	2	1003	0	1970.25	PLN02248	PLN02248	 - 	cl33441
Pt_Chr0100438	superfamily	166036	5	216	6.81418e-61	189.69	cl31542	PLN02395 superfamily	 - 	 - 
Pt_Chr0100439	superfamily	166036	5	212	9.91813e-64	197.008	cl31542	PLN02395 superfamily	 - 	 - 
Pt_Chr0100440	superfamily	166036	5	221	3.86007e-79	236.299	cl31542	PLN02395 superfamily	 - 	 - 
Pt_Chr0100441	superfamily	187754	345	516	4.63399e-13	68.8932	cl39120	AMN1 superfamily	N	 - 
Pt_Chr0100441	superfamily	187754	266	414	7.06269e-07	50.7888	cl39120	AMN1 superfamily	N	 - 
Pt_Chr0100441	superfamily	469044	15	165	0.00039743	43.4524	cl49223	SAV_2336_NTERM superfamily	C	 - 
Pt_Chr0100442	specific	341283	107	630	0	847.738	cd12118	ttLC_FACS_AEE21_like	 - 	cl17068
Pt_Chr0100442	superfamily	236169	638	1178	0	811.485	cl35652	PRK08162 superfamily	 - 	 - 
Pt_Chr0100444	specific	460539	18	145	8.37249e-69	211.299	pfam02365	NAM	 - 	cl03558
Pt_Chr0100447	specific	212030	115	161	1.88644e-08	49.7913	cd00118	LysM	 - 	cl46249
Pt_Chr0100447	specific	440998	59	162	1.32285e-07	50.4775	COG1388	LysM	N	cl43409
Pt_Chr0100447	specific	197609	180	222	0.000407401	37.4252	smart00257	LysM	 - 	cl21525
Pt_Chr0100448	specific	460539	16	143	1.91781e-69	212.84	pfam02365	NAM	 - 	cl03558
Pt_Chr0100449	specific	432218	24	340	8.35399e-128	371.446	pfam11955	PORR	 - 	cl13402
Pt_Chr0100450	specific	464058	49	366	1.37555e-77	252.283	pfam13968	DUF4220	 - 	cl16508
Pt_Chr0100450	specific	461358	603	655	1.65495e-11	59.8571	pfam04578	DUF594	 - 	cl04605
Pt_Chr0100450	superfamily	183558	653	752	7.25402e-05	44.8596	cl32772	PRK12495 superfamily	N	 - 
Pt_Chr0100451	specific	460539	14	132	1.12877e-43	146.586	pfam02365	NAM	 - 	cl03558
Pt_Chr0100452	specific	396179	171	219	9.70299e-07	44.3091	pfam01476	LysM	 - 	cl21525
Pt_Chr0100452	superfamily	441258	100	153	0.000120961	41.5301	cl34331	XkdP superfamily	N	 - 
Pt_Chr0100453	superfamily	473864	86	281	4.16526e-78	241.023	cl21453	PKc_like superfamily	C	 - 
Pt_Chr0100455	specific	238163	444	551	4.01046e-19	82.8358	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100455	specific	238163	170	274	1.21617e-18	81.6802	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100455	specific	238163	36	132	9.03966e-17	76.2874	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100455	specific	238163	308	413	3.63479e-15	71.665	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0100456	superfamily	427127	286	338	2.07957e-07	51.0664	cl03884	BPS1 superfamily	N	 - 
Pt_Chr0100456	superfamily	427127	77	155	0.00589893	37.5844	cl03884	BPS1 superfamily	C	 - 
Pt_Chr0100457	superfamily	240298	235	270	0.00605204	36.9913	cl36519	PTZ00162 superfamily	NC	 - 
Pt_Chr0100459	specific	439256	26	150	8.55587e-69	208.807	cd22276	DPBB_EXLA_N	 - 	cl41724
Pt_Chr0100459	specific	460173	157	231	1.09745e-16	72.6014	pfam01357	Expansin_C	 - 	cl47655
Pt_Chr0100460	specific	411062	3	431	0	640.377	cd21378	eIF3E	 - 	cl09680
Pt_Chr0100461	specific	439256	26	149	1.98149e-72	217.667	cd22276	DPBB_EXLA_N	 - 	cl41724
Pt_Chr0100461	specific	460173	155	233	6.98962e-17	73.3718	pfam01357	Expansin_C	 - 	cl47655
Pt_Chr0100462	specific	341230	112	626	0	798.369	cd05904	4CL	 - 	cl17068
Pt_Chr0100464	specific	440430	157	274	4.47667e-17	80.7684	COG0666	ANKYR	N	cl34000
Pt_Chr0100464	superfamily	475127	274	321	6.13458e-15	68.2943	cl28914	CD_CSD superfamily	 - 	 - 
Pt_Chr0100464	superfamily	475127	72	131	1.16379e-12	62.1311	cl28914	CD_CSD superfamily	 - 	 - 
Pt_Chr0100464	specific	349278	323	375	4.29627e-08	49.302	cd18628	CD3_cpSRP43_like	 - 	cl28914
Pt_Chr0100468	specific	240599	91	220	1.64146e-33	120.822	cd12916	VKOR_1	 - 	cl01729
Pt_Chr0100469	superfamily	460998	38	99	1.25522e-26	102.04	cl47831	TCP superfamily	C	 - 
Pt_Chr0100470	superfamily	355382	106	160	4.86963e-22	86.8846	cl25352	EFh_PEF superfamily	C	 - 
Pt_Chr0100471	superfamily	440382	59	86	0.00900831	34.4047	cl43211	PcnB superfamily	C	 - 
Pt_Chr0100473	specific	215084	1	470	0	864.368	PLN00164	PLN00164	 - 	cl10013
Pt_Chr0100474	specific	340523	20	90	1.1965e-31	116.584	cd16106	Ubl_Dsk2p_like	 - 	cl28922
Pt_Chr0100474	specific	270582	480	519	1.21794e-16	73.3341	cd14399	UBA_PLICs	 - 	cl21463
Pt_Chr0100474	specific	128966	355	392	0.000181838	38.7878	smart00727	STI1	 - 	cl17974
Pt_Chr0100474	superfamily	444606	355	441	0.000690385	41.1022	cl47464	GerD superfamily	N	 - 
Pt_Chr0100475	specific	215328	1	492	0	1052.41	PLN02609	PLN02609	 - 	cl29003
Pt_Chr0100476	specific	99728	813	893	3.90094e-39	139.766	cd06407	PB1_NLP	 - 	cl02720
Pt_Chr0100476	specific	460427	593	641	1.89284e-24	96.421	pfam02042	RWP-RK	 - 	cl03415
Pt_Chr0100477	specific	270968	99	379	2.57581e-100	299.573	cd14066	STKc_IRAK	 - 	cl21453
Pt_Chr0100478	superfamily	473864	36	223	3.82773e-57	183.851	cl21453	PKc_like superfamily	N	 - 
Pt_Chr0100479	specific	99922	276	372	6.05559e-28	108.229	cd04369	Bromodomain	 - 	cl02556
Pt_Chr0100481	specific	410890	46	213	6.77648e-51	162.385	cd19482	RecA-like_Thep1	 - 	cl38936
Pt_Chr0100483	specific	464133	752	915	1.37371e-25	103.557	pfam14309	DUF4378	 - 	cl16789
Pt_Chr0100488	specific	197477	432	522	2.4484e-27	106.593	smart00027	EH	 - 	cl42943
Pt_Chr0100488	specific	238009	7	73	7.03307e-21	87.275	cd00052	EH	 - 	cl08302
Pt_Chr0100488	superfamily	223021	89	434	2.98247e-12	71.508	cl33720	PHA03247 superfamily	N	 - 
Pt_Chr0100488	superfamily	481474	603	746	0.000142789	46.2143	cl47134	SMC_N superfamily	N	 - 
Pt_Chr0100489	superfamily	471961	10	143	8.78464e-38	135.416	cl10013	Glycosyltransferase_GTB-type superfamily	C	 - 
Pt_Chr0100491	superfamily	453885	177	295	1.61752e-32	121.667	cl38908	BTB_POZ superfamily	 - 	 - 
Pt_Chr0100491	superfamily	453885	563	670	4.21635e-26	103.563	cl38908	BTB_POZ superfamily	 - 	 - 
Pt_Chr0100491	specific	238068	398	536	6.54343e-13	65.8634	cd00121	MATH	 - 	cl02446
Pt_Chr0100491	superfamily	475122	296	360	0.000216229	39.6357	cl28903	BACK superfamily	 - 	 - 
Pt_Chr0100492	specific	215253	36	264	4.66184e-137	386.51	PLN02459	PLN02459	 - 	cl33495
Pt_Chr0100493	specific	395240	37	71	8.29891e-06	38.7956	pfam00304	Gamma-thionin	C	cl11589
Pt_Chr0100494	superfamily	236169	4	545	0	772.58	cl35652	PRK08162 superfamily	 - 	 - 
Pt_Chr0100495	superfamily	236169	4	545	0	783.365	cl35652	PRK08162 superfamily	 - 	 - 
Pt_Chr0100497	superfamily	471961	1	74	1.38944e-26	100.152	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Pt_Chr0100499	superfamily	469605	185	231	4.39148e-09	52.009	cl00081	bHLH_SF superfamily	N	 - 
Pt_Chr0100500	specific	461710	19	80	4.82672e-34	111.893	pfam05676	NDUF_B7	 - 	cl05311
Pt_Chr0100502	specific	130620	29	82	4.95282e-22	87.8445	TIGR01557	myb_SHAQKYF	 - 	cl21498
Pt_Chr0100502	superfamily	178707	27	146	3.47079e-12	67.5016	cl26028	PLN03162 superfamily	NC	 - 
Pt_Chr0100506	specific	463515	50	143	1.47002e-17	74.318	pfam12274	DUF3615	 - 	cl13680
Pt_Chr0100507	specific	463515	59	152	4.63526e-17	73.1624	pfam12274	DUF3615	 - 	cl13680
Pt_Chr0100508	specific	367480	136	334	7.44275e-71	220.272	pfam03407	Nucleotid_trans	 - 	cl11394
Pt_Chr0100509	specific	215131	10	475	0	764.829	PLN02237	PLN02237	 - 	cl30361
Pt_Chr0100510	superfamily	440323	239	901	9.319e-126	396.4	cl43181	VacB superfamily	 - 	 - 
Pt_Chr0100510	specific	350211	9	180	1.39945e-75	244.807	cd09862	PIN_Rrp44-like	 - 	cl28905
Pt_Chr0100510	superfamily	375054	218	329	5.50318e-13	67.488	cl28867	Rrp44_CSD1 superfamily	C	 - 
Pt_Chr0100512	specific	460801	6	494	0	814.969	pfam03094	Mlo	 - 	cl03887
Pt_Chr0100513	specific	461990	35	203	2.66747e-48	156.186	pfam06699	PIG-F	 - 	cl05971
Pt_Chr0100514	specific	428028	31	456	0	549.487	pfam04597	Ribophorin_I	 - 	cl04619
Pt_Chr0100514	superfamily	442439	516	615	0.000250983	44.2373	cl34566	GumC superfamily	NC	 - 
Pt_Chr0100517	superfamily	475125	473	670	9.11742e-66	221.679	cl28910	MFS superfamily	N	 - 
Pt_Chr0100517	superfamily	475125	10	190	1.02131e-44	164.284	cl28910	MFS superfamily	C	 - 
Pt_Chr0100518	superfamily	464129	12	52	2.03179e-05	39.3856	cl24049	NAM-associated superfamily	N	 - 
Pt_Chr0100520	superfamily	475125	474	671	4.00735e-66	222.45	cl28910	MFS superfamily	N	 - 
Pt_Chr0100520	superfamily	475125	10	190	9.42415e-45	164.284	cl28910	MFS superfamily	C	 - 
Pt_Chr0100521	superfamily	464129	12	52	2.03179e-05	39.3856	cl24049	NAM-associated superfamily	N	 - 
Pt_Chr0100522	specific	340974	55	575	0	566.51	cd17416	MFS_NPF1_2	 - 	cl28910
Pt_Chr0100523	specific	239243	12	345	0	505.855	cd02933	OYE_like_FMN	 - 	cl21457
Pt_Chr0100525	specific	270687	80	338	1.46125e-133	389.143	cd05117	STKc_CAMK	 - 	cl21453
Pt_Chr0100525	superfamily	185503	379	535	1.38501e-16	77.0367	cl33171	PTZ00183 superfamily	 - 	 - 
